Time,Vin,RawSignal,Event
Verified data,Verified data,For Reference Only,For Reference Only
0.002,137.779891968,107.160743713,27988543078924288
0.004,-788.891174316,-637.388671875,0
0.006,2748.606445313,2255.611083984,0
0.008,-6276.235351563,-5264.888671875,0
0.010,10676.391601563,9090.344726563,0
0.012,-12014.051757813,-10577.717773438,0
0.014,4943.214355469,4961.807128906,0
0.016,-4085.483398438,-3163.096191406,0
0.018,-545.828491211,292.875305176,0
0.020,-1473.034667969,-493.362030029,0
0.022,-1334.569091797,-276.027008057,0
0.024,-1331.376953125,-212.202194214,0
0.026,-1331.090820313,-164.821426392,0
0.028,-1337.893676758,-133.483825684,0
0.030,-1339.565429688,-105.119628906,0
0.032,-1335.983764648,-78.972976685,0
0.034,-1335.648071289,-61.161552429,0
0.036,-1332.908813477,-45.438972473,0
0.038,-1333.402832031,-35.725208282,0
0.040,-1333.785034180,-28.083089828,0
0.042,-1334.919189453,-22.724273682,0
0.044,-1337.937622070,-20.021844864,0
0.046,-1338.820434570,-16.258947372,0
0.048,-1333.477172852,-8.489842415,0
0.050,-1332.940063477,-6.185458183,0
0.052,-1335.256591797,-6.612541199,0
0.054,-1333.256591797,-3.587449312,0
0.056,-1332.503051758,-2.204105616,0
0.058,-1332.015625000,-1.335248590,0
0.060,-1330.978027344,-0.231461599,0
0.062,-1330.009155273,0.573509336,0
0.064,-1329.238281250,1.045671701,0
0.066,-1328.360473633,1.495975733,0
0.068,-1331.470214844,-1.255159616,0
0.070,-1331.233886719,-0.792356372,0
0.072,-1331.733276367,-1.004680872,0
0.074,-1334.736694336,-3.117373466,0
0.076,-1331.680664063,-0.047756009,0
0.078,-1328.325195313,2.572659731,0
0.080,-1332.381591797,-1.154034376,0
0.082,-1328.944702148,1.775514245,0
0.084,-1328.395996094,1.807765365,0
0.086,-1332.479492188,-1.770019650,0
0.088,-1329.548095703,0.903290272,0
0.090,-1329.740234375,0.553127289,0
0.092,-1335.929199219,-4.383419037,0
0.094,-1339.500488281,-6.186905384,0
0.096,-1341.889526367,-6.670118809,0
0.098,-1343.717529297,-6.609475136,0
0.100,-1345.954711914,-6.880686283,0
0.102,-1344.485351563,-4.208747864,0
0.104,-1344.534057617,-3.311347723,0
0.106,-1345.169067383,-3.069273949,0
0.108,-1345.189208984,-2.402920246,0
0.110,-1349.179321289,-4.972284794,0
0.112,-1354.340576172,-7.881477833,0
0.114,-1356.307983398,-7.660225868,0
0.116,-1360.884277344,-9.517174721,0
0.118,-1361.784179688,-8.102025032,0
0.120,-1356.746459961,-2.383328199,0
0.122,-1356.689086914,-1.809045076,0
0.124,-1363.764648438,-6.910125256,0
0.126,-1361.781616211,-3.832152843,0
0.128,-1358.524291992,-0.447077483,0
0.130,-1371.249267578,-10.244806290,0
0.132,-1377.393554688,-12.746868134,0
0.134,-1377.139160156,-9.716290474,0
0.136,-1378.706542969,-8.776039124,0
0.138,-1376.332641602,-4.979421139,0
0.140,-1357.687744141,10.628618240,0
0.142,-1335.401367188,25.600206375,0
0.144,-1321.244506836,30.921693802,0
0.146,-1308.721801758,33.789703369,0
0.148,-1301.985961914,31.519462585,0
0.150,-1304.605468750,22.477455139,0
0.152,-1311.503784180,12.116952896,0
0.154,-1315.746093750,6.124632835,0
0.156,-1319.140502930,2.123457909,0
0.158,-1321.997192383,-0.570260167,0
0.160,-1318.856323242,1.999349356,0
0.162,-1320.642456055,0.165769175,0
0.164,-1316.396972656,3.430920839,0
0.166,-1307.506225586,9.583412170,0
0.168,-1306.268310547,8.416511536,0
0.170,-1306.009033203,6.747725010,0
0.172,-1309.829711914,2.276559591,0
0.174,-1310.752319336,1.053056359,0
0.176,-1310.736694336,0.831214666,0
0.178,-1321.362915039,-7.618268013,0
0.180,-1335.311523438,-16.774015427,0
0.182,-1338.950927734,-15.876876831,0
0.184,-1339.581298828,-12.838852882,0
0.186,-1342.790893555,-12.481928825,0
0.188,-1341.615356445,-8.793714523,0
0.190,-1336.280151367,-2.689891577,0
0.192,-1336.786865234,-2.486232042,0
0.194,-1341.083618164,-5.275629044,0
0.196,-1344.149414063,-6.487654686,0
0.198,-1341.265258789,-2.802711248,0
0.200,-1339.081542969,-0.481461793,0
0.202,-1338.298706055,0.234443948,0
0.204,-1338.310058594,0.173497945,0
0.206,-1335.158325195,2.586299419,0
0.208,-1336.401000977,1.044973016,0
0.210,-1338.505004883,-0.823669434,0
0.212,-1335.955810547,1.342028737,0
0.214,-1337.221435547,0.059492353,0
0.216,-1339.444702148,-1.682957768,0
0.218,-1336.545410156,0.946008801,0
0.220,-1340.677612305,-2.478115797,0
0.222,-1341.295776367,-2.408151388,0
0.224,-1338.964599609,-0.059907701,0
0.226,-1339.655273438,-0.583711147,0
0.228,-1338.958496094,0.087898277,0
0.230,-1337.612670898,1.115084767,0
0.232,-1339.895019531,-0.907825470,0
0.234,-1343.343017578,-3.387803555,0
0.236,-1338.198974609,1.365923524,0
0.238,-1337.138427734,1.887194991,0
0.240,-1340.372436523,-1.047478914,0
0.242,-1337.009033203,1.801226258,0
0.244,-1336.252319336,1.989492655,0
0.246,-1341.407470703,-2.462109566,0
0.248,-1341.491699219,-1.980499864,0
0.250,-1351.366210938,-9.220382690,0
0.252,-1377.182250977,-27.250257492,0
0.254,-1410.089477539,-46.788486481,0
0.256,-1446.345825195,-64.589668274,0
0.258,-1468.702636719,-67.624099731,0
0.260,-1476.052612305,-58.312442780,0
0.262,-1482.980834961,-50.742095947,0
0.264,-1480.335815430,-37.408321381,0
0.266,-1492.087036133,-38.234703064,0
0.268,-1507.831298828,-41.983139038,0
0.270,-1519.318603516,-41.587505341,0
0.272,-1550.403076172,-56.521934509,0
0.274,-1548.694580078,-42.632183075,0
0.276,-1480.277343750,20.054836273,0
0.278,-1345.618286133,120.331443787,0
0.280,-1128.253662109,262.649108887,0
0.282,-895.033081055,385.671386719,0
0.284,-632.964660645,503.791076660,0
0.286,-258.114471436,683.378784180,0
0.288,127.695190430,831.580200195,0
0.290,359.500213623,827.066650391,0
0.292,450.370605469,713.941772461,0
0.294,516.269104004,606.534545898,0
0.296,458.148681641,426.538818359,0
0.298,293.392761230,203.606262207,0
0.300,211.900863647,94.976600647,0
0.302,127.344879150,8.104820251,0
0.304,-26.205251694,-113.122657776,0
0.306,-184.461791992,-211.069976807,0
0.308,-345.314544678,-289.269470215,0
0.310,-513.934753418,-356.131805420,0
0.312,-683.521911621,-408.887207031,0
0.314,-834.776489258,-435.660156250,0
0.316,-959.698486328,-436.002685547,0
0.318,-1056.873168945,-414.688140869,0
0.320,-1120.925048828,-372.348541260,0
0.322,-1172.077270508,-329.385192871,0
0.324,-1217.620361328,-291.607055664,0
0.326,-1248.660034180,-250.944244385,0
0.328,-1268.247924805,-210.411087036,0
0.330,-1284.981445313,-176.665771484,0
0.332,-1294.454345703,-144.772613525,0
0.334,-1307.927490234,-123.078491211,0
0.336,-1323.018676758,-107.463935852,0
0.338,-1328.111450195,-87.542907715,0
0.340,-1334.906494141,-73.373001099,0
0.342,-1343.105834961,-63.444355011,0
0.344,-1349.042480469,-53.962337494,0
0.346,-1358.490234375,-49.318328857,0
0.348,-1361.557373047,-40.743724823,0
0.350,-1368.229370117,-36.878364563,0
0.352,-1371.672241211,-31.360563278,0
0.354,-1370.053222656,-23.131961823,0
0.356,-1371.861450195,-19.397687912,0
0.358,-1373.761718750,-16.564846039,0
0.360,-1377.036865234,-15.430962563,0
0.362,-1377.439086914,-12.314549446,0
0.364,-1377.036010742,-9.264367104,0
0.366,-1379.031005859,-8.757128716,0
0.368,-1380.088500977,-7.633532047,0
0.370,-1385.005981445,-9.761701584,0
0.372,-1386.318115234,-8.612914085,0
0.374,-1381.227416992,-2.739490032,0
0.376,-1381.886596680,-2.643344164,0
0.378,-1384.497192383,-4.086368084,0
0.380,-1381.642089844,-0.957582653,0
0.382,-1379.445434570,0.963712275,0
